order_id,order_date,warehouse,region,product_category,delivery_status,eta_days,actual_days,cost_lkr
ORD-103478,2024-05-29,Jaffna-North,Northern,Frozen,Delivered,5,5.0,6680.2
ORD-100869,2024-01-15,Jaffna-North,Northern,Beverages,Delivered,5,5.0,4851.23
ORD-103809,2024-08-09,Galle-South,Southern,Frozen,Delivered,5,5.0,8942.41
ORD-101042,2024-05-31,Kandy-Hub,Central,Produce,Delivered,4,4.0,3021.56
ORD-101405,2024-02-26,Kurunegala-West,North-Western,Dairy,Delivered,3,3.0,4463.38
ORD-100356,2024-02-25,Jaffna-North,Northern,Dairy,Delivered,5,5.0,3710.45
ORD-101162,2024-11-05,Kandy-Hub,Central,Dry Goods,Cancelled,3,,1855.93
ORD-102820,2024-07-16,Colombo-Central,Western,Frozen,Delayed,2,5.0,10768.53
ORD-101935,2024-02-29,Kandy-Hub,Central,Produce,Delivered,4,4.0,3726.17
ORD-104004,2024-10-19,Jaffna-North,Northern,Dry Goods,In Transit,1,,1100.06
ORD-103888,2024-02-20,Galle-South,Southern,Meat & Seafood,Delivered,2,2.0,14966.9
ORD-103595,2024-04-15,Galle-South,Southern,Produce,Delayed,2,5.0,
ORD-103616,2024-01-19,Jaffna-North,Northern,Beverages,Delivered,5,5.0,3661.36
ORD-103712,2024-10-21,Kurunegala-West,North-Western,Beverages,Delivered,3,3.0,2194.55
ORD-103802,2024-10-20,Jaffna-North,Northern,Beverages,Cancelled,4,,2712.3
ORD-102907,2024-12-12,Jaffna-North,Northern,Produce,Delivered,5,5.0,3559.93
ORD-100332,2024-04-23,Kandy-Hub,Central,Dry Goods,Delivered,2,2.0,2077.33
ORD-101340,2024-07-13,Kandy-Hub,Central,Meat & Seafood,Delivered,4,4.0,10648.82
ORD-103062,2024-05-19,Colombo-Central,Western,Frozen,Delayed,2,6.0,5700.65
ORD-102929,2024-08-26,Kandy-Hub,Central,Dry Goods,Delivered,5,5.0,1615.54
ORD-101258,2024-07-16,Jaffna-North,Northern,Dry Goods,Delivered,4,4.0,1366.94
ORD-103740,2024-03-23,Colombo-Central,Western,Dry Goods,Delayed,5,8.0,1786.99
ORD-104306,2024-09-26,Jaffna-North,Northern,Meat & Seafood,Delivered,5,5.0,13704.51
ORD-101116,2024-12-29,Kurunegala-West,North-Western,Frozen,Delivered,5,5.0,10048.29
ORD-101918,2024-06-13,Colombo-Central,Western,Produce,Delivered,1,1.0,2189.18
ORD-103624,2024-10-30,Kandy-Hub,Central,Dairy,Cancelled,2,,4455.04
ORD-103875,2024-08-08,Kandy-Hub,Central,Dry Goods,Delivered,4,4.0,1010.98
ORD-102600,2024-11-11,Colombo-Central,Western,Beverages,Cancelled,1,,5433.87
ORD-103331,2024-11-06,Kandy-Hub,Central,Beverages,Delivered,2,2.0,3575.22
ORD-101421,2024-12-29,Kandy-Hub,Central,Beverages,Delayed,4,7.0,3536.59
ORD-100445,2024-08-29,Kandy-Hub,Central,Dairy,Delivered,1,1.0,4654.54
ORD-102288,2024-12-07,Galle-South,Southern,Produce,Delivered,1,1.0,2784.28
ORD-100452,2024-07-01,Kurunegala-West,North-Western,Meat & Seafood,In Transit,3,,19226.82
ORD-103867,2024-10-22,Kandy-Hub,Central,Beverages,Delayed,5,8.0,3854.24
ORD-104478,2024-11-13,Kandy-Hub,Central,Frozen,Delivered,3,3.0,11316.11
ORD-103014,2024-06-27,Jaffna-North,Northern,Produce,In Transit,4,,2377.76
ORD-100014,2024-09-18,Jaffna-North,Northern,Beverages,Delayed,5,6.0,2752.88
ORD-102998,2024-06-07,Colombo-Central,Western,Produce,Delivered,2,2.0,3820.43
ORD-100945,2024-02-13,Colombo-Central,Western,Meat & Seafood,Delivered,5,5.0,13962.5
ORD-100247,2024-05-31,Kurunegala-West,North-Western,Dry Goods,Delivered,3,3.0,2562.15
ORD-104334,2024-11-30,Kurunegala-West,North-Western,Dry Goods,Delivered,5,5.0,1310.95
ORD-100360,2024-11-04,Jaffna-North,Northern,Frozen,Delivered,4,4.0,8882.18
ORD-104703,2024-11-07,Jaffna-North,Northern,Dairy,In Transit,4,,3308.4
ORD-101595,2024-03-01,Galle-South,Southern,Meat & Seafood,Delivered,2,2.0,9793.77
ORD-104580,2024-03-11,Galle-South,Southern,Produce,In Transit,1,,3235.58
ORD-102347,2024-10-01,Kandy-Hub,Central,Frozen,Delivered,1,1.0,11731.78
ORD-104412,2024-05-01,Kurunegala-West,North-Western,Dry Goods,In Transit,5,,3340.03
ORD-103548,2024-04-22,Colombo-Central,Western,Dairy,Delivered,2,2.0,5127.76
ORD-102052,2024-05-11,Jaffna-North,Northern,Beverages,Delivered,4,4.0,2627.39
ORD-103560,2024-01-25,Kurunegala-West,North-Western,Produce,Delivered,5,5.0,2463.77
ORD-101383,2024-11-23,Colombo-Central,Western,Dairy,Delivered,5,5.0,2633.31
ORD-104934,2024-05-18,Colombo-Central,Western,Dairy,Delayed,1,3.0,5775.31
ORD-104851,2024-09-21,Kandy-Hub,Central,Produce,Delivered,4,4.0,3576.48
ORD-100490,2024-12-06,Galle-South,Southern,Meat & Seafood,Delivered,5,5.0,10786.43
ORD-100862,2024-02-13,Galle-South,Southern,Dairy,Delivered,2,2.0,5541.87
ORD-101803,2024-04-04,Kurunegala-West,North-Western,Dairy,Delivered,3,3.0,2765.01
ORD-103406,2024-05-09,Colombo-Central,Western,Dairy,Delivered,3,3.0,4934.32
ORD-101945,2024-02-13,Galle-South,Southern,Dry Goods,Delivered,1,1.0,2367.53
ORD-104647,2024-01-30,Jaffna-North,Northern,Meat & Seafood,Delayed,5,9.0,9900.74
ORD-103654,2024-09-01,Colombo-Central,Western,Dry Goods,Delivered,2,2.0,3467.42
ORD-100506,2024-07-12,Colombo-Central,Western,Dairy,Delivered,3,3.0,5760.46
ORD-104162,2024-07-24,Jaffna-North,Northern,Produce,Delivered,2,2.0,3342.05
ORD-100025,2024-08-23,Colombo-Central,Western,Produce,Delivered,2,2.0,3736.16
ORD-102329,2024-02-23,Kandy-Hub,Central,Meat & Seafood,Delivered,4,4.0,16654.47
ORD-101222,2024-12-16,Jaffna-North,Northern,Frozen,Delayed,2,3.0,
ORD-101113,2024-04-16,Jaffna-North,Northern,Produce,Delivered,1,1.0,3165.58
ORD-103422,2024-08-07,Kandy-Hub,Central,Dry Goods,Delayed,4,8.0,1372.4
ORD-103491,2024-08-19,Kandy-Hub,Central,Dairy,Delayed,4,6.0,2518.82
ORD-104425,2024-11-14,Jaffna-North,Northern,Dry Goods,Delivered,5,5.0,2758.47
ORD-104719,2024-02-24,Kandy-Hub,Central,Dry Goods,Delivered,3,3.0,1885.43
ORD-100433,2024-02-17,Galle-South,Southern,Frozen,Delivered,3,3.0,11810.99
ORD-102107,2024-02-20,Galle-South,Southern,Produce,Delivered,5,5.0,2130.15
ORD-103865,2024-10-10,Kurunegala-West,North-Western,Dry Goods,In Transit,5,,1292.65
ORD-102893,2024-11-29,Kandy-Hub,Central,Beverages,Delivered,5,5.0,3340.42
ORD-102133,2024-05-25,Kurunegala-West,North-Western,Frozen,Delivered,3,3.0,7431.17
ORD-104005,2024-12-13,Jaffna-North,Northern,Dry Goods,Delivered,3,3.0,3234.68
ORD-103227,2024-05-18,Galle-South,Southern,Dairy,Delivered,2,2.0,5003.7
ORD-102173,2024-10-06,Kandy-Hub,Central,Frozen,Delivered,3,3.0,7801.4
ORD-103563,2024-10-17,Kandy-Hub,Central,Frozen,Delivered,1,1.0,9014.74
ORD-104755,2024-08-07,Jaffna-North,Northern,Meat & Seafood,In Transit,3,,10691.49
ORD-101102,2024-12-01,Galle-South,Southern,Meat & Seafood,Delivered,2,2.0,14794.47
ORD-102309,2024-07-13,Kandy-Hub,Central,Frozen,Delayed,2,4.0,6956.26
ORD-101504,2024-08-06,Galle-South,Southern,Produce,Delivered,3,3.0,2832.41
ORD-103148,2024-12-27,Colombo-Central,Western,Frozen,Delivered,4,4.0,9434.98
ORD-103916,2024-01-25,Kandy-Hub,Central,Dairy,Delayed,5,8.0,3420.75
ORD-100156,2024-02-16,Kurunegala-West,North-Western,Dairy,Delayed,2,6.0,4317.64
ORD-103039,2024-03-13,Jaffna-North,Northern,Produce,Cancelled,5,,1756.09
ORD-104194,2024-07-25,Kandy-Hub,Central,Produce,Delivered,5,5.0,
ORD-100615,2024-08-21,Jaffna-North,Northern,Produce,In Transit,5,,2945.21
ORD-100643,2024-06-24,Jaffna-North,Northern,Dry Goods,Delivered,2,2.0,2611.45
ORD-104895,2024-05-27,Jaffna-North,Northern,Frozen,Delivered,3,3.0,5883.03
ORD-104278,2024-09-24,Kurunegala-West,North-Western,Beverages,Delivered,3,3.0,3213.0
ORD-101068,2024-05-01,Colombo-Central,Western,Frozen,Delivered,4,4.0,5881.53
ORD-103350,2024-02-28,Colombo-Central,Western,Dairy,Delivered,2,2.0,5640.68
ORD-102697,2024-06-01,Kandy-Hub,Central,Frozen,Delivered,5,5.0,8403.72
ORD-104283,2024-06-07,Colombo-Central,Western,Beverages,Delivered,4,4.0,3596.54
ORD-101566,2024-12-19,Colombo-Central,Western,Dairy,Delivered,2,2.0,5690.59
ORD-100330,2024-07-18,Galle-South,Southern,Produce,Cancelled,4,,3941.98
ORD-101675,2024-12-24,Kurunegala-West,North-Western,Dry Goods,Cancelled,5,,1501.41
ORD-102698,2024-02-16,Colombo-Central,Western,Beverages,Delivered,2,2.0,2778.11
ORD-103681,2024-01-12,Colombo-Central,Western,Beverages,Delivered,4,4.0,4841.79
ORD-100622,2024-03-01,Kandy-Hub,Central,Meat & Seafood,Delayed,1,3.0,10725.47
ORD-101654,2024-02-27,Colombo-Central,Western,Beverages,Delivered,3,3.0,3225.28
ORD-102369,2024-03-05,Colombo-Central,Western,Produce,In Transit,2,,2506.69
ORD-103725,2024-12-27,Jaffna-North,Northern,Dairy,Delivered,5,5.0,2916.11
ORD-102960,2024-12-02,Kandy-Hub,Central,Beverages,Cancelled,5,,3284.25
ORD-102242,2024-06-14,Kandy-Hub,Central,Dry Goods,Delivered,4,4.0,3037.29
ORD-101617,2024-07-04,Galle-South,Southern,Dairy,Delivered,1,1.0,5143.5
ORD-102763,2024-01-14,Kurunegala-West,North-Western,Meat & Seafood,Delivered,1,1.0,
ORD-100755,2024-06-08,Galle-South,Southern,Beverages,Delivered,1,1.0,4486.97
ORD-100518,2024-06-22,Galle-South,Southern,Dry Goods,Delivered,4,4.0,1130.79
ORD-104159,2024-01-12,Colombo-Central,Western,Meat & Seafood,Cancelled,2,,14895.73
ORD-100032,2024-02-03,Kandy-Hub,Central,Meat & Seafood,Delivered,5,5.0,17554.3
ORD-103689,2024-03-02,Jaffna-North,Northern,Dry Goods,Delivered,2,2.0,2279.21
ORD-101157,2024-11-06,Jaffna-North,Northern,Meat & Seafood,Delivered,4,4.0,18578.84
ORD-100744,2024-10-17,Colombo-Central,Western,Beverages,In Transit,4,,4159.06
ORD-102036,2024-08-01,Colombo-Central,Western,Dry Goods,In Transit,1,,1282.01
ORD-102447,2024-08-23,Galle-South,Southern,Dairy,Delivered,4,4.0,4039.66
ORD-101697,2024-02-24,Jaffna-North,Northern,Dairy,Delivered,4,4.0,5266.5
ORD-102642,2024-03-15,Galle-South,Southern,Produce,Delivered,1,1.0,1998.37
ORD-100783,2024-02-14,Kurunegala-West,North-Western,Frozen,Delivered,5,5.0,5986.24
ORD-101835,2024-02-20,Jaffna-North,Northern,Beverages,Delayed,2,5.0,3767.38
ORD-102554,2024-12-24,Jaffna-North,Northern,Dry Goods,Delayed,3,7.0,1569.9
ORD-100229,2024-03-05,Kandy-Hub,Central,Dairy,Delivered,1,1.0,4475.13
ORD-100857,2024-01-21,Kandy-Hub,Central,Meat & Seafood,Delivered,1,1.0,13936.81
ORD-102887,2024-01-24,Jaffna-North,Northern,Beverages,Delivered,2,2.0,3530.41
ORD-102406,2024-05-15,Kurunegala-West,North-Western,Frozen,Delivered,4,4.0,7739.41
ORD-100408,2024-12-07,Galle-South,Southern,Frozen,Delivered,3,3.0,8361.56
ORD-100170,2024-02-08,Jaffna-North,Northern,Dairy,Cancelled,1,,4945.76
ORD-100540,2024-09-15,Kandy-Hub,Central,Frozen,Delivered,3,3.0,5012.95
ORD-103381,2024-10-14,Colombo-Central,Western,Frozen,In Transit,1,,5122.36
ORD-102348,2024-03-14,Kurunegala-West,North-Western,Beverages,Delivered,2,2.0,5467.38
ORD-104563,2024-03-09,Kurunegala-West,North-Western,Dairy,Delayed,4,6.0,
ORD-100613,2024-05-20,Kandy-Hub,Central,Meat & Seafood,Delayed,5,6.0,15176.66
ORD-104270,2024-10-18,Kurunegala-West,North-Western,Frozen,Delivered,3,3.0,7889.98
ORD-102857,2024-10-11,Colombo-Central,Western,Frozen,Delivered,4,4.0,9488.93
ORD-104669,2024-06-05,Kandy-Hub,Central,Frozen,Delivered,5,5.0,9398.65
ORD-101161,2024-07-01,Kandy-Hub,Central,Beverages,Delivered,3,3.0,3748.86
ORD-102101,2024-08-31,Kurunegala-West,North-Western,Frozen,Delivered,1,1.0,5496.11
ORD-102409,2024-01-10,Colombo-Central,Western,Dairy,In Transit,1,,2919.89
ORD-102486,2024-03-30,Kurunegala-West,North-Western,Produce,Delayed,5,9.0,2225.82
ORD-101669,2024-09-21,Kandy-Hub,Central,Dry Goods,Delivered,3,3.0,1041.97
ORD-104842,2024-02-05,Jaffna-North,Northern,Dry Goods,Delivered,5,5.0,1965.87
ORD-103317,2024-05-25,Galle-South,Southern,Beverages,Delayed,4,8.0,4354.0
ORD-100564,2024-11-20,Colombo-Central,Western,Meat & Seafood,In Transit,4,,10803.38
ORD-103801,2024-07-31,Jaffna-North,Northern,Frozen,Cancelled,1,,8949.7
ORD-104291,2024-12-05,Kurunegala-West,North-Western,Beverages,Delivered,5,5.0,3090.17
ORD-101860,2024-09-27,Jaffna-North,Northern,Dairy,Delivered,3,3.0,3308.67
ORD-103781,2024-03-24,Kandy-Hub,Central,Dry Goods,Delivered,4,4.0,2956.74
ORD-101744,2024-03-17,Kurunegala-West,North-Western,Dry Goods,Delivered,4,4.0,1725.42
ORD-104818,2024-07-13,Galle-South,Southern,Dry Goods,Delivered,5,5.0,2343.64
ORD-104978,2024-12-03,Kandy-Hub,Central,Dairy,Cancelled,1,,3484.91
ORD-103545,2024-08-18,Kurunegala-West,North-Western,Frozen,Delayed,5,7.0,6368.05
ORD-101588,2024-11-10,Kandy-Hub,Central,Meat & Seafood,Delivered,2,2.0,8151.41
ORD-102437,2024-09-03,Kurunegala-West,North-Western,Produce,Delivered,4,4.0,2090.17
ORD-102531,2024-10-21,Jaffna-North,Northern,Meat & Seafood,Delayed,4,6.0,
ORD-102598,2024-12-19,Colombo-Central,Western,Frozen,Delivered,2,2.0,11123.64
ORD-101172,2024-05-22,Kurunegala-West,North-Western,Produce,Cancelled,3,,3399.72
ORD-104149,2024-05-22,Kurunegala-West,North-Western,Beverages,Delayed,3,6.0,4363.47
ORD-100325,2024-03-25,Kandy-Hub,Central,Dairy,Delivered,3,3.0,2851.71
ORD-101051,2024-05-13,Colombo-Central,Western,Meat & Seafood,Delivered,1,1.0,10727.7
ORD-103860,2024-07-17,Kurunegala-West,North-Western,Beverages,Delayed,5,9.0,4492.95
ORD-103360,2024-12-25,Colombo-Central,Western,Dry Goods,Delivered,1,1.0,2907.36
ORD-102944,2024-10-27,Kurunegala-West,North-Western,Beverages,Delivered,2,2.0,3239.64
ORD-104326,2024-11-06,Colombo-Central,Western,Frozen,Delivered,1,1.0,9994.37
ORD-104225,2024-03-05,Jaffna-North,Northern,Beverages,Delivered,2,2.0,3984.21
ORD-101196,2024-09-17,Jaffna-North,Northern,Produce,Delivered,3,3.0,1629.36
ORD-100620,2024-06-07,Colombo-Central,Western,Frozen,Delivered,3,3.0,9625.33
ORD-102378,2024-12-26,Kandy-Hub,Central,Beverages,Delivered,1,1.0,
ORD-100065,2024-04-28,Jaffna-North,Northern,Dairy,In Transit,2,,3704.75
ORD-101189,2024-01-03,Galle-South,Southern,Dry Goods,Delayed,2,6.0,1135.61
ORD-100328,2024-02-21,Colombo-Central,Western,Dry Goods,Delayed,1,5.0,1770.24
ORD-100648,2024-12-16,Kurunegala-West,North-Western,Frozen,Delayed,3,5.0,9380.77
ORD-100897,2024-01-20,Kurunegala-West,North-Western,Dry Goods,Delayed,2,5.0,3341.09
ORD-103071,2024-06-24,Kandy-Hub,Central,Produce,Delivered,4,4.0,3827.55
ORD-101123,2024-03-29,Galle-South,Southern,Frozen,Delivered,5,5.0,10104.43
ORD-101961,2024-12-26,Galle-South,Southern,Dry Goods,Delivered,2,2.0,1937.94
ORD-104690,2024-01-01,Colombo-Central,Western,Beverages,Delivered,1,1.0,2791.58
ORD-103978,2024-07-16,Jaffna-North,Northern,Dry Goods,Delayed,4,7.0,2956.64
ORD-102004,2024-10-18,Kandy-Hub,Central,Dry Goods,Delivered,4,4.0,1375.65
ORD-103253,2024-05-15,Galle-South,Southern,Dry Goods,Delivered,2,2.0,1083.5
ORD-102497,2024-11-20,Kandy-Hub,Central,Dry Goods,Delivered,1,1.0,3317.86
ORD-103378,2024-11-09,Kurunegala-West,North-Western,Frozen,Delivered,5,5.0,6819.35
ORD-102304,2024-11-30,Kurunegala-West,North-Western,Produce,Delivered,1,1.0,3012.27
ORD-101600,2024-04-20,Colombo-Central,Western,Meat & Seafood,Delivered,5,5.0,17899.71
ORD-103799,2024-01-21,Jaffna-North,Northern,Meat & Seafood,Delivered,4,4.0,10679.48
ORD-101023,2024-11-03,Kurunegala-West,North-Western,Dry Goods,Delivered,4,4.0,2395.0
ORD-102045,2024-12-28,Colombo-Central,Western,Dairy,Delivered,3,3.0,5752.22
ORD-100228,2024-07-18,Colombo-Central,Western,Dairy,Delivered,5,5.0,3260.09
ORD-104643,2024-01-25,Kandy-Hub,Central,Dairy,Delivered,3,3.0,2561.74
ORD-102952,2024-12-07,Kurunegala-West,North-Western,Meat & Seafood,Delayed,1,2.0,12186.21
ORD-104987,2024-12-03,Kandy-Hub,Central,Dairy,Delivered,2,2.0,2686.14
ORD-100809,2024-12-29,Kandy-Hub,Central,Dry Goods,Cancelled,1,,1438.41
ORD-103235,2024-07-27,Kurunegala-West,North-Western,Meat & Seafood,Delivered,1,1.0,11906.62
ORD-100978,2024-05-08,Kandy-Hub,Central,Dry Goods,Delivered,4,4.0,2304.41
ORD-103002,2024-12-05,Kandy-Hub,Central,Dairy,Delivered,5,5.0,3593.08
ORD-102743,2024-12-11,Kandy-Hub,Central,Dairy,Delivered,3,3.0,3258.7
ORD-101746,2024-12-26,Colombo-Central,Western,Frozen,Delivered,4,4.0,7312.71
ORD-104253,2024-05-03,Kurunegala-West,North-Western,Produce,Delivered,4,4.0,1915.18
ORD-101451,2024-01-15,Kurunegala-West,North-Western,Meat & Seafood,Delivered,2,2.0,16267.34
ORD-103471,2024-09-29,Colombo-Central,Western,Meat & Seafood,In Transit,3,,13554.96
ORD-104980,2024-11-24,Galle-South,Southern,Produce,In Transit,4,,1548.53
ORD-102822,2024-02-16,Colombo-Central,Western,Frozen,Delivered,2,2.0,7164.56
ORD-103666,2024-08-02,Kurunegala-West,North-Western,Beverages,Delivered,4,4.0,4017.82
ORD-100174,2024-09-11,Kandy-Hub,Central,Meat & Seafood,Delivered,3,3.0,16169.77
ORD-101652,2024-01-19,Kurunegala-West,North-Western,Frozen,Delivered,1,1.0,8926.64
ORD-103080,2024-06-09,Kurunegala-West,North-Western,Produce,Delayed,1,3.0,2179.13
ORD-101532,2024-12-06,Galle-South,Southern,Meat & Seafood,Delivered,5,5.0,13290.94
ORD-104506,2024-04-15,Colombo-Central,Western,Frozen,Delivered,4,4.0,7163.19
ORD-100217,2024-02-05,Jaffna-North,Northern,Dry Goods,Delayed,2,6.0,1873.42
ORD-104822,2024-11-27,Kandy-Hub,Central,Produce,Delivered,3,3.0,3779.6
ORD-103793,2024-08-27,Colombo-Central,Western,Meat & Seafood,Delivered,4,4.0,11712.78
ORD-101444,2024-02-20,Colombo-Central,Western,Produce,Delayed,2,4.0,1513.96
ORD-100690,2024-12-29,Kandy-Hub,Central,Frozen,Delivered,3,3.0,5283.24
ORD-102628,2024-08-13,Jaffna-North,Northern,Dairy,Delivered,4,4.0,2854.56
ORD-102276,2024-03-17,Kandy-Hub,Central,Meat & Seafood,Delivered,2,2.0,15102.55
ORD-102457,2024-12-07,Jaffna-North,Northern,Frozen,Delivered,1,1.0,8198.55
ORD-101106,2024-03-30,Colombo-Central,Western,Dry Goods,Delivered,1,1.0,2549.55
ORD-102157,2024-08-18,Jaffna-North,Northern,Dairy,Delivered,5,5.0,3161.69
ORD-102111,2024-09-03,Jaffna-North,Northern,Dairy,Delivered,1,1.0,5037.1
ORD-101583,2024-05-31,Jaffna-North,Northern,Beverages,Delivered,3,3.0,5100.16
ORD-100611,2024-06-17,Kandy-Hub,Central,Dry Goods,Delivered,2,2.0,3419.25
ORD-103307,2024-02-19,Galle-South,Southern,Dry Goods,Delivered,1,1.0,2799.72
ORD-103784,2024-12-25,Kandy-Hub,Central,Meat & Seafood,In Transit,4,,16377.37
ORD-100576,2024-12-03,Galle-South,Southern,Meat & Seafood,Delivered,4,4.0,16631.07
ORD-102104,2024-11-13,Kandy-Hub,Central,Dairy,Delivered,1,1.0,5745.11
ORD-104480,2024-06-19,Galle-South,Southern,Meat & Seafood,Delivered,3,3.0,8672.83
ORD-101180,2024-08-09,Kandy-Hub,Central,Frozen,Delivered,3,3.0,10283.54
ORD-100888,2024-01-06,Jaffna-North,Northern,Produce,Delivered,2,2.0,3543.64
ORD-103192,2024-09-01,Kandy-Hub,Central,Beverages,Delivered,2,2.0,3456.25
ORD-102432,2024-02-29,Kandy-Hub,Central,Dry Goods,Delivered,1,1.0,2189.3
ORD-103074,2024-07-31,Kurunegala-West,North-Western,Meat & Seafood,Delayed,4,6.0,18871.33
ORD-100817,2024-02-08,Kurunegala-West,North-Western,Produce,In Transit,2,,2135.9
ORD-104677,2024-07-26,Colombo-Central,Western,Dairy,In Transit,3,,5914.66
ORD-103318,2024-04-03,Kandy-Hub,Central,Produce,Delivered,5,5.0,
ORD-100208,2024-04-06,Galle-South,Southern,Beverages,Delivered,1,1.0,2480.12
ORD-100293,2024-05-01,Jaffna-North,Northern,Meat & Seafood,Delivered,1,1.0,14425.71
ORD-101119,2024-06-29,Kandy-Hub,Central,Dairy,Delayed,3,5.0,3386.28
ORD-104729,2024-08-30,Jaffna-North,Northern,Produce,Delivered,1,1.0,1526.3
ORD-104394,2024-07-04,Colombo-Central,Western,Frozen,Delivered,4,4.0,5072.63
ORD-101264,2024-03-28,Galle-South,Southern,Meat & Seafood,Delivered,1,1.0,15690.68
ORD-100990,2024-05-05,Colombo-Central,Western,Frozen,Delivered,3,3.0,7583.91
ORD-102317,2024-06-08,Kurunegala-West,North-Western,Dairy,Delivered,4,4.0,5282.49
ORD-104240,2024-05-02,Kandy-Hub,Central,Beverages,Delivered,1,1.0,4224.09
ORD-103431,2024-10-08,Colombo-Central,Western,Meat & Seafood,Delayed,2,3.0,17083.75
ORD-100353,2024-06-07,Galle-South,Southern,Produce,Delivered,1,1.0,
ORD-101921,2024-07-14,Galle-South,Southern,Dairy,Delivered,1,1.0,3876.55
ORD-101538,2024-09-14,Kandy-Hub,Central,Beverages,Delivered,5,5.0,2004.79
ORD-103458,2024-11-03,Galle-South,Southern,Dairy,Delivered,1,1.0,2685.43
ORD-101489,2024-07-04,Colombo-Central,Western,Beverages,Delivered,2,2.0,4253.01
ORD-103833,2024-08-28,Galle-South,Southern,Frozen,Delivered,5,5.0,8497.06
ORD-103722,2024-10-01,Jaffna-North,Northern,Beverages,Delivered,5,5.0,4174.68
ORD-101228,2024-02-26,Colombo-Central,Western,Frozen,Delivered,3,3.0,5180.63
ORD-100259,2024-08-02,Kandy-Hub,Central,Meat & Seafood,Delivered,4,4.0,12642.42
ORD-103537,2024-02-18,Jaffna-North,Northern,Beverages,Delivered,4,4.0,4382.06
ORD-104730,2024-12-01,Kurunegala-West,North-Western,Dairy,Delivered,4,4.0,5677.24
ORD-104788,2024-04-21,Jaffna-North,Northern,Meat & Seafood,In Transit,5,,14763.3
ORD-101833,2024-01-27,Jaffna-North,Northern,Beverages,Delivered,5,5.0,5314.18
ORD-102591,2024-05-18,Jaffna-North,Northern,Beverages,Delivered,4,4.0,4177.03
ORD-100052,2024-05-12,Kurunegala-West,North-Western,Beverages,Delivered,1,1.0,5252.54
ORD-102617,2024-01-20,Kurunegala-West,North-Western,Frozen,Delivered,4,4.0,9164.02
ORD-104508,2024-04-06,Kurunegala-West,North-Western,Beverages,Delayed,2,6.0,3011.79
ORD-102236,2024-04-01,Kurunegala-West,North-Western,Dry Goods,Delivered,3,3.0,3296.26
ORD-103429,2024-04-19,Galle-South,Southern,Dry Goods,Delivered,2,2.0,2443.12
ORD-103116,2024-08-17,Colombo-Central,Western,Dry Goods,Delivered,2,2.0,1229.3
ORD-102388,2024-12-14,Kandy-Hub,Central,Beverages,Delivered,5,5.0,2960.75
ORD-101479,2024-06-01,Kandy-Hub,Central,Frozen,Delivered,1,1.0,10709.14
ORD-101507,2024-06-24,Galle-South,Southern,Beverages,Delivered,2,2.0,5134.95
ORD-101033,2024-04-24,Kurunegala-West,North-Western,Produce,In Transit,4,,3873.1
ORD-101097,2024-10-02,Kurunegala-West,North-Western,Beverages,Delivered,5,5.0,3675.85
ORD-101469,2024-01-23,Colombo-Central,Western,Dairy,Delivered,4,4.0,3924.09
ORD-100543,2024-03-04,Jaffna-North,Northern,Meat & Seafood,Delivered,2,2.0,15415.94
ORD-101046,2024-03-28,Colombo-Central,Western,Frozen,Delayed,3,6.0,7282.79
ORD-104039,2024-05-16,Kandy-Hub,Central,Dry Goods,Delayed,4,7.0,3141.67
ORD-101630,2024-07-28,Galle-South,Southern,Dry Goods,Delivered,1,1.0,1144.76
ORD-100030,2024-06-13,Kandy-Hub,Central,Dairy,Delivered,3,3.0,5811.53
ORD-100725,2024-02-12,Kandy-Hub,Central,Dairy,Delivered,2,2.0,3390.58
ORD-100926,2024-07-16,Jaffna-North,Northern,Beverages,Delayed,1,4.0,3819.56
ORD-102138,2024-07-15,Kandy-Hub,Central,Dry Goods,Delivered,5,5.0,1936.14
ORD-103980,2024-06-13,Kurunegala-West,North-Western,Meat & Seafood,Delivered,5,5.0,18181.21
ORD-101426,2024-09-02,Kurunegala-West,North-Western,Meat & Seafood,Delayed,4,6.0,15498.15
ORD-103749,2024-11-26,Galle-South,Southern,Produce,Delivered,1,1.0,3242.46
ORD-100436,2024-07-26,Galle-South,Southern,Frozen,Delivered,2,2.0,8366.14
ORD-102517,2024-07-11,Kurunegala-West,North-Western,Frozen,Delayed,1,4.0,6044.66
ORD-100912,2024-05-17,Jaffna-North,Northern,Produce,Delivered,1,1.0,2174.06
ORD-104265,2024-12-27,Kandy-Hub,Central,Dairy,Delivered,5,5.0,4849.98
ORD-104327,2024-06-04,Colombo-Central,Western,Beverages,Delivered,3,3.0,4856.29
ORD-104557,2024-11-10,Kandy-Hub,Central,Dry Goods,In Transit,5,,1245.1
ORD-104860,2024-01-22,Galle-South,Southern,Meat & Seafood,Delivered,3,3.0,17701.47
ORD-102331,2024-11-10,Galle-South,Southern,Dry Goods,Delivered,2,2.0,2188.13
ORD-104746,2024-10-06,Kandy-Hub,Central,Dairy,Delivered,5,5.0,3336.27
ORD-101238,2024-04-18,Kurunegala-West,North-Western,Meat & Seafood,Delayed,5,6.0,15470.73
ORD-100903,2024-11-18,Jaffna-North,Northern,Dry Goods,Delayed,1,4.0,2177.17
ORD-101837,2024-04-21,Colombo-Central,Western,Meat & Seafood,Delivered,2,2.0,17869.17
ORD-103208,2024-06-02,Kandy-Hub,Central,Beverages,Delivered,3,3.0,2332.99
